,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5
1,0.302404841,0.139995496,0.168165694,0.213869209,0.048402121
2,0.268657862,0.309609594,0.123739485,0.22189049,0.07638428
3,0.48216624,0.059962253,0.068103811,0.008048386,0.195925933
4,0.431229835,0.125508063,0.21931216,0.274754714,0.0598352
5,0.333514198,0.224023287,0.055240962,0.066140418,0.075972628
6,0.389088886,0.099423229,0.098571127,0.169656449,0.019661033
7,0.288833883,0.081862807,0.012471525,0.096523032,-0.016743895
8,0.384728426,0.388673846,0.255911903,0.393368032,0.087510737
9,0.399693579,0.086838203,0.184231972,0.087265102,0.054166941
10,0.276033714,0.16929223,0.098650747,0.210501456,0.146576843
11,,0.112519855,0.208638012,0.246508284,0.130010822
12,,0.247992264,0.190127233,0.264139857,0.099579081
13,,0.062349156,0.127327462,0.092115139,0.062626978
14,,0.363729102,0.012635847,0.267671931,0.102912952
15,,0.150617129,0.139951451,0.232242771,0.343922382
16,,0.216928646,0.091200357,0.137571324,0.293258717
17,,0.229203662,-0.035061554,0.256359129,0.147715238
18,,0.181479157,0.173634056,0.130713849,0.096860146
19,,0.419996653,0.048298785,0.323446516,-0.007153932
20,,0.109866988,0.082079644,0.078696645,0.018231262
21,,0.275108768,0.365230022,0.103853145,0.094525759
22,,0.227302949,0.111640648,0.09508818,0.095598086
23,,-0.04801588,-0.066667265,-0.005844439,-0.069935069
24,,0.182475253,0.054930953,0.238629303,0.253752001
25,,0.201690752,0.175223066,0.137608593,0.155248636
26,,0.211544985,0.103434717,0.198756675,0.2028427
27,,0.09618253,0.069718231,0.086758584,0.117756134
28,,0.293599219,0.176185281,0.296557013,0.121833689
29,,0.171518199,0.019293426,0.349085817,0.026062811
30,,0.200501536,0.187084736,0.03148374,0.115191357
31,,0.262505108,,0.299584263,0.154989448
32,,0.31688211,,0.077976678,0.113099217
33,,0.109421456,,0.236308467,0.093248452
34,,0.437640083,,0.103168753,0.092846965
35,,0.20066247,,0.084320859,0.095660766
36,,0.169800442,,0.08980955,0.056420015
37,,0.286067515,,0.439322265,0.037756772
38,,0.390522044,,0.138296374,0.254253437
39,,0.270541635,,0.181248767,0.169293924
40,,0.204922981,,0.171126876,0.100824201
41,,0.099506237,,0.151220208,0.066675735
42,,0.187636994,,0.086141953,0.12780857
43,,0.391167474,,0.028707208,-0.037201127
44,,0.09995177,,0.142482347,0.059886021
45,,0.1881469,,0.079697823,0.080858241
46,,0.13292796,,0.072891169,-0.012864543
47,,0.108647279,,0.085655763,0.06251856
48,,0.223789509,,0.190062859,0.249364437
49,,0.36844531,,0.184413235,0.195416027
50,,0.183847425,,0.269311762,0.154718401
51,,0.263131903,,0.098854032,0.064686932
52,,0.266475938,,0.338721678,0.16391704
53,,-0.000409958,,0.082716603,-0.023008456
54,,0.197159194,,0.196756013,0.063265632
55,,0.068007251,,0.049789541,0.08637573
56,,0.247653456,,0.162815914,0.095911484
57,,0.298074873,,0.301241035,0.067712488
58,,0.185328016,,0.215927468,0.088289996
59,,0.28399401,,0.295566,0.061312403
60,,0.153122615,,0.088508527,0.097371746
