,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5
1,0.254472532,0.116570135,0.07997938,0.065672308,0.038667279
2,0.24250123,0.349212346,0.133984331,0.143645404,0.03924324
3,0.225835401,0.036489866,0.083781233,0.143358062,0.080174773
4,0.283425101,0.1081938,0.196119141,0.211461921,0.116321105
5,0.199484234,0.092294215,0.200390957,0.130485145,0.144577668
6,0.18516056,0.112171889,0.088271429,0.071719259,0.047194309
7,0.261972794,0.112833413,0.093661963,0.174480381,0.096281243
8,0.305908007,0.230375403,0.258284601,0.26653706,0.149867313
9,0.239404323,0.194867607,0.171177865,0.086297071,0.119713017
10,0.249034746,0.234588473,0.133458176,0.199235204,0.045250601
11,,0.109796529,0.11644115,0.083214211,0.040235527
12,,0.242391402,0.151894031,0.233288411,0.110542341
13,,0.114824373,0.144870119,0.12585064,0.056990752
14,,0.277631011,0.110995702,0.168685014,0.064326271
15,,0.167170403,0.141091253,0.1745072,0.09330949
16,,0.209261521,0.055667702,0.065847268,0.126850589
17,,0.251835372,0.038607256,0.096941491,0.027901536
18,,0.259889884,0.062381286,0.192208737,0.046642613
19,,0.235616519,0.235877042,0.179657643,0.067414239
20,,0.09083835,0,0.066663319,0.089202416
21,,0.183218129,0.12880196,0.025591307,0.1611988
22,,0.166653188,0.135593445,0.067106464,0.122771612
23,,0.196202151,0.005932014,0.154311535,0.204541451
24,,0.087208902,0.088300801,0.13248249,0.066590525
25,,0.350186754,0.218802548,0.256689534,0.199007885
26,,0.152997424,0.093033642,0.13285795,0.073545476
27,,0.225871159,0.246144726,0.195964615,0.130050939
28,,0.231755921,0.199798394,0.158072521,0.172226344
29,,0.119525287,0.186104318,0.21519992,0.182588531
30,,0.149356483,0.059984216,0.120891757,0.08935822
31,,0.082140191,,0.050555571,0.134133748
32,,0.153584879,,0.198877623,0.048959227
33,,0.192004405,,0.193135894,0.132794097
34,,0.237173273,,0.149588911,0.064141095
35,,0.147286345,,0.061056959,0.099756165
36,,0.176639915,,0.094561023,0.168563692
37,,0.111063387,,0.119720679,0.054241209
38,,0.10239971,,0.137893457,0.120908359
39,,0.128422669,,0.119990142,0.186036633
40,,0.212668757,,0.25249562,0.161626621
41,,0.11528412,,0.060509094,0.043152367
42,,0.163380045,,0,0.060846242
43,,0.175330913,,0.177343583,0.089160273
44,,0.162925406,,0.121262109,0.11569023
45,,0.226314304,,0.180192738,0.111050617
46,,0.285210452,,0.125420265,0.082013761
47,,0.004771152,,0.189127155,0.165447629
48,,0.060950962,,0.053941097,0.069896873
49,,0.198170124,,0.12841756,0.07070143
50,,0.180082909,,0.076951435,0.084361025
51,,0.274065418,,0.098186639,0.029563011
52,,0.32816998,,0.255269427,0.172022012
53,,0.097246712,,0.132040622,0.09707303
54,,0.181821009,,0.107007397,0.034441437
55,,0.14117554,,0.204759831,0.051112375
56,,0.188887065,,0.18690249,0.032567968
57,,0.194986375,,0.062948307,0.049619475
58,,0.164519196,,0.045863597,0.075563255
59,,0.083663742,,0.084358471,0.175328359
