,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5
0,2.127632885,0.368558773,0.154472901,0.332590758,0.234068412
1,2.090599163,0.270574207,0.075661703,0.081252385,0.254099033
2,2.154989104,0.356558681,0.236961195,0.028374483,0.030525335
3,2.417956013,0.185482416,0.138970862,-0.029659441,0.040087592
4,1.972518842,0.051223608,0.100262882,0.158222445,-0.151674526
5,2.317070307,-0.100253815,0.157771819,0.066262022,-0.026643421
6,1.998827672,0.29566907,0.080151945,0.010616618,0.150218486
7,2.079792732,0.212770124,0.075025922,0.097867945,0.225192975
8,2.380269308,0.061759821,0.166358261,0.03704639,0.009826124
9,2.667200652,0.125583076,0.168373089,-0.03401612,0.007561933
10,2.223084589,0.161408054,0.075674017,0.193169995,-0.176713528
11,2.433085381,-0.053303482,0.235933657,0.043323773,-0.02748817
12,1.029609412,0.338833171,0.09956137,-0.028419819,0.234320892
13,2.103745255,0.261113919,0.096861056,0.088579259,0.222081543
14,2.24915977,0.352302602,0.277312647,0.036751125,0.011418943
15,2.177351488,0.081073334,0.136264267,-0.02780455,0.04462824
16,1.596650403,0.229438239,0.139468837,0.179748863,-0.143771857
17,2.339472288,0.14478276,0.165026351,0.053606615,-0.0207446
18,2.278757943,0.217835871,0.092971893,0.378441276,0.245891082
19,2.220077754,0.229119617,0.045932477,0.082132759,0.254661588
20,,0.390036809,0.06673374,0.028889424,0.029458944
21,,0.218242662,0.05173003,0.031790352,0.032130716
22,,0.307703015,0.196181913,0.209001784,-0.160870936
23,,-0.056638284,0.647426295,0.063677172,-0.03904646
24,,0.227567906,0.231915878,0.081499604,0.223367628
25,,0.231725924,0.084604377,0.10333628,0.225625308
26,,0.091794152,0.248092092,0.035593969,0.009907798
27,,0.078138415,0.194140397,-0.031350068,0.009531196
28,,0.233149851,0.078121155,0.137942775,-0.127722234
29,,-0.12112101,0.274616673,0.041443446,-0.016949567
30,,0.444519914,0.094319807,0.327555004,0.135044267
31,,0.144281308,0.097852042,0.036953818,0.256037293
32,,0.402607554,0.169108361,0.045660464,0.298411472
33,,-0.102898563,0.159142854,-0.064094122,-0.061122422
34,,0.072013579,0.075144425,0.169688424,-0.011703847
35,,0.036698317,0.233106588,0.046694041,0.002471517
36,,0.517675302,0.205027505,0.239239848,0.100398936
37,,0.031555989,-0.214152807,0.037219408,0.245028564
38,,0.120833065,-0.1883171,0.028684564,0.024457162
39,,0.224467726,0.232040509,-0.013321206,-0.02836747
40,,0.176701503,0.086710749,0.15373757,0.007567813
41,,1.705377322,0.179126752,-0.013856411,-0.022294126
42,,0.372667364,0.138508228,-0.071396498,0.088838615
43,,0.209314008,0.069150318,-0.320867212,0.345740497
44,,0.734673832,0.266682541,-0.227735045,0.390741674
45,,0.496799158,0.12665491,-0.363072505,0.011695914
46,,-0.251278947,0.07897869,0.319514216,-0.118033627
47,,-0.398256737,0.250207703,0.023176903,-0.104833995
48,,0.393406681,-0.035706935,0.36610379,0.226474408
49,,0.25468824,-0.0685882,0.094031944,0.249244072
50,,0.335344139,0.49824969,0.033685602,0.034046089
51,,0.234871841,0.086075357,0.026409512,0.032108267
52,,0.419871015,0.098139285,0.202845071,-0.161307301
53,,0.13937986,0.281309978,0.06532277,-0.034668566
54,,0.174437661,-0.178693799,0.479465705,0.225847516
55,,0.27577831,0.083682457,0.090011692,0.26238099
56,,0.368380489,0.165610026,0.040165052,0.03891193
57,,0.173242973,0.07575777,0.025494965,0.029588781
58,,0.33930679,0.064777057,0.195976882,-0.162285094
59,,-0.087598721,0.356608945,0.065657402,-0.023733632
60,,0.147876311,,0.014652591,0.240359591
61,,0.234778643,,0.099683705,0.221197952
62,,0.064016869,,0.03857192,0.009864706
63,,0.077972392,,-0.02934776,0.027856556
64,,0.13945729,,0.160274964,-0.136400085
65,,-0.137840381,,0.054880847,-0.016374893
66,,0.332317458,,0.044183073,0.247701919
67,,0.289206502,,0.095847621,0.239867489
68,,0.3888076,,0.035578999,0.036573461
69,,0.178442347,,-0.03000301,0.042255976
70,,0.042973067,,0.169071951,-0.1609027
71,,-0.093865868,,0.063907043,-0.023976961
72,,1.743028668,,0.435141625,-0.084859188
73,,-0.215980549,,-0.102581753,0.225104205
74,,0.362863808,,-0.221997992,0.118716645
75,,0.124722612,,0.047220545,0.061263233
76,,-0.008717555,,-0.335959562,-0.073581316
77,,0.238122017,,-0.123563685,-0.026301062
78,,0.272300665,,0.413089854,0.236207505
79,,0.265562981,,0.087140385,0.267926655
80,,0.407886832,,0.024430988,0.040029825
81,,0.224469113,,0.035823969,0.035411541
82,,0.34340024,,0.217990354,-0.155822939
83,,0.088988145,,0.074614031,-0.046421261
84,,0.303605527,,0.279335256,0.238130907
85,,0.284019713,,0.090139316,0.241265826
86,,0.28523554,,0.033439286,0.031550075
87,,0.150725587,,-0.025133439,0.041790751
88,,0.072107626,,0.165686553,-0.171171487
89,,-0.123074269,,0.059619671,-0.020858057
90,,0.256630212,,0.043291731,0.248030565
91,,0.274044638,,0.09426136,0.232243775
92,,0.376521062,,0.035601731,0.012725175
93,,0.151626097,,-0.024496707,0.045101245
94,,0.11651534,,0.136341279,-0.157973673
95,,-0.115381459,,0.060401731,-0.020051659
96,,-0.067884775,,0.096678121,0.00650527
97,,0.130068807,,-0.052315861,0.271837359
98,,0.45825536,,0.07160363,0.125162017
99,,-0.082603563,,-0.00576004,-0.1317698
100,,0.219678543,,-0.119552175,-0.064715961
101,,1.22640366,,0.263539593,-0.079738448
102,,0.211125234,,0.013319051,0.24075938
103,,0.223712378,,0.101455971,0.224352387
104,,0.079775938,,0.037755848,0.010495334
105,,0.07806723,,-0.029556238,0.030178797
106,,0.235009441,,0.147656204,-0.129979211
107,,-0.043380607,,0.05175856,-0.023991813
108,,0.024604721,,0.330155739,0.06537163
109,,0.094320255,,0.032008287,0.430861491
110,,0.351369383,,0.018618464,0.101475409
111,,0.319489193,,0.00712751,0.070360088
112,,0.606248055,,0.016755049,0.136437929
113,,0.667756808,,0.026561947,-0.051151579
114,,0.040633973,,0.232877579,0.063536992
115,,0.06589582,,-0.0284413,0.415955536
116,,0.202019359,,-0.00447866,0.096346405
117,,0.362308113,,-0.037067676,0.059815706
118,,0.694648357,,0.06823217,0.443074417
119,,1.936845649,,-0.040435837,-0.081972291
