,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5
103,,-6.62294E-05,,0.001552709,0.00625016
104,,0.009569012,,0.004597007,0.010743359
105,,0.360412941,,0.395649287,-0.033924023
106,,0.164559883,,0.040378123,0.082058975
107,,0.826381915,,0.005061411,0.060935315
108,,-0.001680648,,0.005566603,0.002073353
109,,-0.058217424,,0.037220984,0.001144366
110,,-0.003620506,,0.001882021,-0.01230054
111,,-0.006298119,,-0.004680282,0.000265111
112,,-0.100046618,,0.006039773,-0.003166255
113,,-0.142370859,,-0.101968129,-0.009993821
114,,0.716076184,,0.273028415,0.012871336
115,,0.002314807,,-0.002933511,0.014509787
116,,0.268499278,,0.120767512,-0.00073031
117,,0.006347651,,0.010499576,0.002174513
118,,-0.003882172,,0.06797394,0.040310367
119,,-0.044393581,,-0.001545378,-0.009085965
