,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5
0,0.3604296,0.062435344,0.026168333,0.056342217,0.039652134
1,0.354155938,0.045836363,0.012817398,0.013764482,0.043045402
2,0.365063854,0.06040248,0.040142183,0.004806752,0.005171115
3,0.40961151,0.03142147,0.023542225,-0.005024429,0.006791
4,0.334152655,0.008677486,0.016984937,0.026803521,-0.025694277
5,0.392521064,-0.016983401,0.026727183,0.011225054,-0.004513503
6,0.338609477,0.050087534,0.013578063,0.001798498,0.025447618
7,0.352325285,0.036044118,0.012709694,0.016579225,0.038148599
8,0.40322723,0.010462363,0.028181761,0.006275808,0.001664585
9,0.451834558,0.02127428,0.028523081,-0.005762468,0.001281022
10,0.376599504,0.027343176,0.012819484,0.032723777,-0.029935985
11,0.412174486,-0.009029825,0.039968114,0.007339222,-0.004656607
12,0.174419991,0.057399707,0.016866098,-0.004814432,0.039694905
13,0.356382939,0.044233752,0.016408654,0.015005684,0.03762151
14,0.381016745,0.059681483,0.046977882,0.006225789,0.001934415
15,0.368852132,0.01373415,0.023083717,-0.004710203,0.007560204
16,0.270479024,0.038867764,0.023626584,0.030450183,-0.024355533
17,0.39631605,0.024526784,0.02795613,0.009081177,-0.003514219
18,0.386030795,0.036902276,0.015749814,0.06410948,0.041654942
19,0.376090134,0.038813788,0.007781147,0.013913621,0.043140701
20,,0.06607381,0.011304965,0.004893985,0.004990464
21,,0.036971188,0.008763276,0.005385414,0.005443073
22,,0.052126133,0.033234008,0.035405746,-0.027252186
23,,-0.009594754,0.109676628,0.01078717,-0.006614628
24,,0.038550922,0.039287486,0.013806362,0.037839378
25,,0.039255307,0.014332323,0.017505583,0.038221838
26,,0.0155503,0.042027802,0.006029762,0.001678421
27,,0.013236963,0.032888167,-0.005310828,0.001614623
28,,0.039496526,0.013234039,0.023368063,-0.021636662
29,,-0.020518388,0.046521173,0.007020687,-0.002871325
30,,0.075303468,0.015978156,0.05548914,0.022877044
31,,0.024441836,0.016576531,0.006260126,0.043373751
32,,0.068203345,0.028647639,0.007735067,0.050552108
33,,-0.017431432,0.026959442,-0.010857803,-0.010354385
34,,0.012199391,0.012729769,0.028745904,-0.001982679
35,,0.006216843,0.039489197,0.007910159,0.000418685
36,,0.087696286,0.034732487,0.040528196,0.017007985
37,,0.005345712,-0.03627835,0.006305118,0.041508828
38,,0.020469609,-0.031901677,0.004859281,0.004143142
39,,0.038025739,0.039308599,-0.002256666,-0.004805564
40,,0.029933948,0.014689151,0.026043765,0.001282018
41,,0.288897803,0.030344795,-0.002347332,-0.003776715
42,,0.063131356,0.023463853,-0.012094855,0.01504962
43,,0.035458638,0.011714343,-0.054356201,0.058569836
44,,0.124456713,0.045177099,-0.038579236,0.066193217
45,,0.084159783,0.021455853,-0.061505948,0.001981335
46,,-0.042567668,0.013379309,0.054126998,-0.019995373
47,,-0.067466299,0.042386195,0.003926261,-0.017759302
48,,0.06664468,-0.006048899,0.06201946,0.038365679
49,,0.043145216,-0.011619118,0.015929391,0.042222952
50,,0.056808651,0.084405509,0.005706477,0.005767545
51,,0.039788238,0.014581513,0.004473878,0.00543927
52,,0.071127845,0.016625191,0.034362774,-0.027326108
53,,0.023611511,0.047655046,0.011065941,-0.005872995
54,,0.029550444,-0.030271451,0.081223426,0.038259481
55,,0.046717959,0.014176146,0.015248344,0.044448399
56,,0.062405142,0.028055007,0.006804122,0.006591838
57,,0.029348059,0.012833672,0.00431895,0.005012459
58,,0.05747994,0.010973495,0.033199275,-0.02749175
59,,-0.014839577,0.060410995,0.011122629,-0.004020573
60,,0.025050844,,0.002482208,0.040717885
61,,0.03977245,,0.016886822,0.037471826
62,,0.010844716,,0.006534239,0.001671121
63,,0.013208838,,-0.004971629,0.004719013
64,,0.023624628,,0.027151226,-0.023106725
65,,-0.023350717,,0.009297037,-0.002773973
66,,0.056295919,,0.007484791,0.041961705
67,,0.048992749,,0.016236974,0.040634521
68,,0.065865577,,0.006027226,0.006195692
69,,0.030228854,,-0.005082631,0.007158333
70,,0.007279811,,0.028641471,-0.027257567
71,,-0.015901257,,0.010826111,-0.004061794
72,,0.295276093,,0.073714748,-0.014375489
73,,-0.036587977,,-0.017377763,0.038133561
74,,0.061470594,,-0.037607356,0.020111079
75,,0.021128514,,0.007999351,0.010378239
76,,-0.001476789,,-0.056912906,-0.012464972
77,,0.040338831,,-0.020932187,-0.004455506
78,,0.046128832,,0.069979089,0.040014505
79,,0.044987441,,0.014761933,0.045387857
80,,0.069097676,,0.004138708,0.006781214
81,,0.038025974,,0.006068725,0.005998858
82,,0.058173387,,0.036928446,-0.026397035
83,,0.015074951,,0.012639918,-0.007863949
84,,0.051432002,,0.04732052,0.040340337
85,,0.048114086,,0.015269964,0.040871405
86,,0.048320052,,0.00566475,0.00534471
87,,0.025533523,,-0.004257706,0.007079522
88,,0.012215323,,0.028067971,-0.028997141
89,,-0.020849278,,0.010099813,-0.003533439
90,,0.043474194,,0.007333794,0.042017379
91,,0.046424268,,0.015968255,0.039343033
92,,0.063784188,,0.006031077,0.002155696
93,,0.025686073,,-0.004149841,0.007640333
94,,0.019738169,,0.023096763,-0.026761378
95,,-0.019546085,,0.010232297,-0.003396832
96,,-0.011499955,,0.016377664,0.001102019
97,,0.022034181,,-0.008862518,0.046050346
98,,0.077630308,,0.012129944,0.021202951
99,,-0.013993377,,-0.000975774,-0.022322336
100,,0.037214432,,-0.020252621,-0.010963145
101,,0.207757731,,0.044644671,-0.013508015
102,,0.035765467,,0.002256301,0.040785611
103,,0.03789778,,0.017187051,0.0380062
104,,0.013514366,,0.006395993,0.001777952
105,,0.013224904,,-0.005006946,0.00511241
106,,0.039811548,,0.025013557,-0.022019003
107,,-0.00734885,,0.008768109,-0.00406431
108,,0.004168139,,0.055929715,0.011074218
109,,0.015978232,,0.005422333,0.072989676
110,,0.059523392,,0.003154043,0.017190344
111,,0.054122759,,0.001207429,0.011919283
112,,0.102700868,,0.002838373,0.023113136
113,,0.113120699,,0.004499701,-0.008665284
114,,0.006883559,,0.039450402,0.010763423
115,,0.011163018,,-0.004818071,0.070464547
116,,0.034222895,,-0.000758703,0.01632147
117,,0.061376457,,-0.006279414,0.010133022
118,,0.117676236,,0.011558805,0.075058595
119,,0.328109472,,-0.006849994,-0.013886437
